persnr,year,employment,chld6,chld16,age,income,husworkhour,husemployment,region,edu,husedu
594904,2012,[1] Employed       1,1,4,43,56658,2130,1,0,12,10.5
596302,2008,[0] Not Employed   0,0,0,49,46354,2078,1,0,9,10.5
596302,2009,[0] Not Employed   0,0,0,50,49750,2078,1,0,9,10.5
596302,2010,[0] Not Employed   0,0,0,51,51600,2078,1,0,9,10.5
596302,2011,[0] Not Employed   0,0,0,52,47400,2182,1,0,9,10.5
596302,2012,[0] Not Employed   0,0,0,53,81604,2078,1,0,9,10.5
604202,2008,[1] Employed       1,0,1,46,24079,2598,1,0,18,16
604202,2009,[1] Employed       1,0,1,47,24491,2598,1,0,18,16
604202,2010,[1] Employed       1,0,1,48,36614,2598,1,0,18,16
604202,2011,[1] Employed       1,0,0,49,27120,2598,1,0,18,16
604202,2012,[1] Employed       1,0,0,50,24340,2598,1,0,18,16
604302,2008,[1] Employed       1,0,0,44,31008,2234,1,0,12,11.5
604302,2009,[1] Employed       1,0,0,45,30332,1819,1,0,12,11.5
604302,2010,[1] Employed       1,0,0,46,30336,2078,1,0,12,11.5
604302,2011,[1] Employed       1,0,0,47,30436,2465,1,0,12,11.5
604302,2012,[1] Employed       1,0,0,48,36623,2850,1,0,12,11.5
610903,2008,[1] Employed       1,0,0,47,49282,2494,1,0,9,11
610903,2009,[1] Employed       1,0,0,48,49250,2338,1,0,9,11
610903,2010,[1] Employed       1,0,0,49,46900,2234,1,0,9,11
610903,2011,[1] Employed       1,0,0,50,49876,2338,1,0,9,11
610903,2012,[1] Employed       1,0,0,51,51476,2754,1,0,9,11
613703,2008,[1] Employed       1,0,2,41,55374,2442,1,0,16,16
613703,2009,[1] Employed       1,0,2,42,55014,2546,1,0,16,16
613703,2010,[1] Employed       1,0,2,43,54564,2390,1,0,16,16
613703,2011,[1] Employed       1,0,2,44,57114,2598,1,0,16,16
613703,2012,[1] Employed       1,0,2,45,61914,2390,1,0,16,16
652103,2008,[1] Employed       1,0,0,48,47259,3429,1,0,7,11
652103,2009,[1] Employed       1,0,0,49,37211,3118,1,[1] West-Germany   1,7,11
652103,2010,[1] Employed       1,0,0,50,42011,3118,1,0,7,11
652103,2011,[1] Employed       1,0,0,51,48811,3637,1,0,7,11
652103,2012,[1] Employed       1,0,0,52,48011,3897,1,0,7,11
653502,2008,[1] Employed       1,0,0,43,75140,3637,1,0,10.5,10.5
653502,2009,[1] Employed       1,0,0,44,82060,3637,1,0,10.5,10.5
653502,2010,[1] Employed       1,0,0,45,100105,3118,1,0,10.5,10.5
653502,2011,[1] Employed       1,0,0,46,74720,3118,1,0,10.5,10.5
653502,2012,[1] Employed       1,0,0,47,83253,3118,1,0,10.5,10.5
655802,2008,[1] Employed       1,0,1,49,56382,2338,1,0,12,11.5
655802,2009,[1] Employed       1,0,0,50,52800,2182,1,0,12,11.5
655802,2010,[1] Employed       1,0,0,51,52082,2305,1,0,12,11.5
655802,2011,[0] Not Employed   0,0,0,52,53082,2338,1,0,12,11.5
655802,2012,[1] Employed       1,0,0,53,55440,2182,1,0,12,11.5
660305,2008,[1] Employed       1,0,0,33,24680,2598,1,0,9,12
660305,2009,[1] Employed       1,0,0,34,19487,2323,1,0,9,12
660305,2010,[1] Employed       1,0,1,35,8427,1925,1,0,9,12
660305,2011,[1] Employed       1,0,1,36,21511,2338,1,0,9,12
660305,2012,[1] Employed       1,0,1,37,17511,2598,1,0,9,12
661102,2008,[1] Employed       1,0,0,44,36315,2026,1,0,9,10.5
661102,2009,[1] Employed       1,0,0,45,39740,2078,1,0,9,10.5
661102,2010,[1] Employed       1,0,0,46,45572,1974,1,0,9,10.5
661102,2011,[1] Employed       1,0,0,47,65545,2026,1,0,9,10.5
661102,2012,[0] Not Employed   0,0,0,48,62055,1974,1,0,9,10.5
661702,2008,[1] Employed       1,0,1,44,30453,2026,1,0,12,10.5
661702,2009,[1] Employed       1,0,1,45,37264,2078,1,0,12,10.5
661702,2010,[1] Employed       1,0,1,46,44483,2494,1,0,12,10.5
661702,2011,[1] Employed       1,0,0,47,33960,2338,1,0,12,10.5
661702,2012,[1] Employed       1,0,0,48,44566,2338,1,0,12,10.5
663302,2008,[1] Employed       1,0,0,46,55704,3637,1,0,10.5,10.5
663302,2009,[1] Employed       1,0,0,47,45116,3377,1,0,10.5,10.5
663302,2010,[1] Employed       1,0,0,48,66836,3118,1,0,10.5,10.5
663302,2011,[1] Employed       1,0,0,49,58516,3377,1,0,10.5,10.5
663302,2012,[1] Employed       1,0,0,50,81304,3377,1,0,10.5,10.5
663505,2008,[0] Not Employed   0,0,1,44,31400,1871,1,0,9,10.5
663505,2009,[0] Not Employed   0,0,1,45,31386,2234,1,0,9,10.5
663505,2010,[1] Employed       1,0,0,46,36186,2309,1,0,9,10.5
663505,2011,[1] Employed       1,0,0,47,57346,2078,1,0,9,10.5
663505,2012,[0] Not Employed   0,0,0,48,62916,2078,1,0,9,10.5
702002,2008,[1] Employed       1,0,1,44,60133,2858,1,0,12,11
702002,2009,[1] Employed       1,0,1,45,38639,3118,1,0,12,11
702002,2010,[1] Employed       1,0,1,46,120133,3118,1,0,12,11
702002,2011,[1] Employed       1,0,1,47,36133,2323,1,0,12,11
702002,2012,[1] Employed       1,0,1,48,59767,2307,1,0,12,11
702102,2008,[1] Employed       1,1,1,39,1355,0,0,0,11.5,8.5
702102,2009,[1] Employed       1,0,2,40,3550,0,0,0,11.5,8.5
702102,2010,[1] Employed       1,0,2,41,2355,0,0,0,11.5,8.5
702102,2011,[1] Employed       1,0,2,42,251,0,0,0,11.5,8.5
702102,2012,[1] Employed       1,0,2,43,4055,0,0,0,11.5,8.5
702302,2008,[1] Employed       1,0,0,50,34395,2182,1,0,12,11
702302,2009,[1] Employed       1,0,0,51,41041,2338,1,0,12,11
702302,2010,[1] Employed       1,0,0,52,59237,2338,1,0,12,11
702302,2011,[1] Employed       1,0,0,53,51886,2182,1,0,12,11
702302,2012,[1] Employed       1,0,0,54,41996,2182,1,0,12,11
703802,2008,[1] Employed       1,0,2,41,52942,2078,1,0,13.5,14
703802,2009,[1] Employed       1,0,2,42,60488,2286,1,0,13.5,14
703802,2010,[1] Employed       1,0,2,43,62158,2338,1,0,13.5,14
703802,2011,[0] Not Employed   0,0,2,44,62386,2182,1,0,13.5,14
703802,2012,[1] Employed       1,0,1,45,69508,2338,1,0,13.5,14
705102,2008,[0] Not Employed   0,0,2,44,26977,2598,1,0,10.5,11
705102,2009,[0] Not Employed   0,0,2,45,31750,3118,1,0,10.5,11
705102,2010,[1] Employed       1,0,2,46,25945,2338,1,0,10.5,11
705102,2011,[1] Employed       1,0,2,47,38496,2598,1,0,10.5,11
705102,2012,[0] Not Employed   0,0,2,48,34063,2338,1,0,10.5,11
713702,2008,[1] Employed       1,0,0,41,28723,2494,1,0,10.5,10.5
713702,2009,[1] Employed       1,0,0,42,32770,2078,1,0,10.5,10.5
713702,2010,[1] Employed       1,0,0,43,31210,2078,1,0,10.5,10.5
713702,2011,[1] Employed       1,0,0,44,30103,2078,1,0,10.5,10.5
713702,2012,[1] Employed       1,0,0,45,31763,2338,1,0,10.5,10.5
715102,2008,[1] Employed       1,0,1,43,10043,583,1,0,10.5,12
715102,2009,[1] Employed       1,0,1,44,6103,0,0,0,10.5,12
715102,2010,[1] Employed       1,0,0,45,9138,333,1,0,10.5,12
715102,2011,[1] Employed       1,0,0,46,40956,726,1,0,10.5,12
715102,2012,[1] Employed       1,0,0,47,37936,0,0,0,10.5,12
751602,2008,[1] Employed       1,0,1,40,3847,1386,1,0,10,11
751602,2009,[1] Employed       1,0,1,41,42447,1775,1,0,10,11
751602,2010,[1] Employed       1,0,1,42,25041,1974,1,0,10,11
751602,2011,[1] Employed       1,0,1,43,49541,2078,1,0,10,11
751602,2012,[1] Employed       1,0,0,44,4211,2078,1,0,10,11
753102,2008,[1] Employed       1,0,1,44,39545,2429,1,0,10.5,16
753102,2009,[1] Employed       1,0,1,45,40660,2130,1,0,10.5,16
753102,2010,[1] Employed       1,0,1,46,46480,2182,1,0,10.5,16
753102,2011,[1] Employed       1,0,1,47,47360,2182,1,0,10.5,16
753102,2012,[1] Employed       1,0,1,48,49260,2130,1,0,10.5,16
758302,2008,[1] Employed       1,0,2,47,46066,2598,1,0,10,12
758302,2009,[1] Employed       1,0,1,48,47056,2598,1,0,10,12
758302,2010,[1] Employed       1,0,1,49,41816,2598,1,0,10,12
758302,2011,[1] Employed       1,0,1,50,46516,2598,1,0,10,12
758302,2012,[1] Employed       1,0,1,51,47086,2494,1,0,10,12
780202,2008,[1] Employed       1,0,1,39,33000,1974,1,0,11,10.5
780202,2009,[1] Employed       1,0,1,40,35852,2078,1,0,11,10.5
780202,2010,[1] Employed       1,0,1,41,42700,2312,1,0,11,10.5
780202,2011,[1] Employed       1,0,1,42,43013,1974,1,0,11,10.5
780202,2012,[1] Employed       1,0,1,43,61713,1974,1,0,11,10.5
781702,2008,[0] Not Employed   0,0,3,40,35418,2078,1,0,10,11.5
781702,2009,[0] Not Employed   0,0,2,41,38118,2078,1,0,10,11.5
781702,2010,[0] Not Employed   0,0,1,42,56287,2442,1,0,10,11.5
781702,2011,[0] Not Employed   0,0,1,43,79107,2598,1,0,10,11.5
781702,2012,[0] Not Employed   0,0,1,44,61418,2078,1,0,10,11.5
782106,2008,[1] Employed       1,1,0,34,26200,2598,1,0,11.5,10.5
782106,2009,[0] Not Employed   0,1,0,35,28600,2338,1,0,11.5,10.5
782106,2010,[0] Not Employed   0,0,1,36,28800,2078,1,0,11.5,10.5
782106,2011,[1] Employed       1,0,1,37,31000,2026,1,0,11.5,10.5
782106,2012,[1] Employed       1,0,1,38,26400,2026,1,0,11.5,10.5
785302,2008,[1] Employed       1,0,0,41,37467,2598,1,0,9,10.5
785302,2009,[1] Employed       1,0,0,42,38188,2078,1,0,9,10.5
785302,2010,[1] Employed       1,0,0,43,40551,2033,1,0,9,10.5
785302,2011,[1] Employed       1,0,0,44,36240,2078,1,0,9,10.5
785302,2012,[1] Employed       1,0,0,45,43284,2078,1,0,9,10.5
785602,2008,[1] Employed       1,0,1,39,320005,3637,1,0,9,10.5
785602,2009,[1] Employed       1,0,1,40,178174,4157,1,0,9,10.5
785602,2010,[1] Employed       1,0,1,41,192594,4157,1,0,9,10.5
785602,2011,[1] Employed       1,0,1,42,271701,3637,1,0,9,10.5
785602,2012,[1] Employed       1,0,1,43,282966,3118,1,0,9,10.5
786402,2008,[0] Not Employed   0,0,1,43,52761,2078,1,0,10.5,10.5
786402,2009,[0] Not Employed   0,0,1,44,49211,1819,1,0,10.5,10.5
786402,2010,[0] Not Employed   0,0,1,45,46612,2078,1,0,10.5,10.5
786402,2011,[0] Not Employed   0,0,0,46,58649,1819,1,0,10.5,10.5
786402,2012,[0] Not Employed   0,0,0,47,42131,2078,1,0,10.5,10.5
791102,2008,[1] Employed       1,1,1,38,70574,3533,1,0,11.5,12
791102,2009,[1] Employed       1,0,2,39,51054,3118,1,0,11.5,12
791102,2010,[1] Employed       1,0,2,40,54761,2858,1,0,11.5,12
791102,2011,[1] Employed       1,0,2,41,68854,2858,1,0,11.5,12
791102,2012,[1] Employed       1,0,2,42,83134,2702,1,0,11.5,12
792602,2008,[1] Employed       1,0,0,43,41700,3118,1,0,11.5,11.5
792602,2009,[1] Employed       1,0,0,44,48200,3637,1,0,11.5,11.5
792602,2010,[1] Employed       1,0,0,45,45275,3637,1,0,11.5,11.5
792602,2011,[1] Employed       1,0,0,46,37700,3118,1,0,11.5,11.5
792602,2012,[1] Employed       1,0,0,47,42550,2858,1,0,11.5,11.5
793003,2008,[1] Employed       1,1,1,49,48101,2078,1,0,18,10.5
793003,2009,[1] Employed       1,1,1,50,46330,2078,1,0,18,10.5
793003,2010,[1] Employed       1,0,2,51,48966,2078,1,0,18,10.5
793003,2011,[1] Employed       1,0,2,52,39690,2078,1,0,18,10.5
793003,2012,[1] Employed       1,0,2,53,54197,2078,1,0,18,10.5
793202,2008,[1] Employed       1,0,0,50,62622,2130,1,0,12,11.5
793202,2009,[1] Employed       1,0,0,51,96382,2026,1,0,12,11.5
793202,2010,[1] Employed       1,0,0,52,91600,2078,1,0,12,11.5
793202,2011,[0] Not Employed   0,0,0,53,108472,2078,1,0,12,11.5
793202,2012,[1] Employed       1,0,0,54,120671,2130,1,0,12,11.5
793902,2008,[1] Employed       1,0,1,42,30467,1974,1,0,12,10.5
793902,2009,[1] Employed       1,0,0,43,38363,2690,1,0,12,10.5
793902,2010,[1] Employed       1,0,0,44,39998,2678,1,0,12,10.5
793902,2011,[1] Employed       1,0,0,45,45284,2728,1,0,12,10.5
793902,2012,[1] Employed       1,0,0,46,43150,2479,1,0,12,10.5
795104,2008,[1] Employed       1,0,0,37,39421,2182,1,0,11.5,12
795104,2009,[1] Employed       1,0,0,38,43261,2078,1,0,11.5,12
795104,2010,[1] Employed       1,0,0,39,45549,2078,1,0,11.5,12
795104,2011,[1] Employed       1,0,0,40,35216,2338,1,0,11.5,12
795104,2012,[1] Employed       1,0,0,41,37521,1386,1,0,11.5,12
797402,2008,[1] Employed       1,0,1,42,67256,2338,1,0,12,17
797402,2009,[1] Employed       1,0,1,43,72056,2338,1,0,12,17
797402,2010,[1] Employed       1,0,1,44,66456,1754,1,0,12,17
797402,2011,[1] Employed       1,0,1,45,59878,1637,1,0,12,17
797402,2012,[1] Employed       1,0,0,46,99706,2182,1,0,12,17
798302,2008,[1] Employed       1,1,1,37,26635,2182,1,0,11.5,10.5
798302,2009,[0] Not Employed   0,1,0,38,28295,2182,1,0,11.5,10.5
798302,2010,[1] Employed       1,1,0,39,28085,2182,1,0,11.5,10.5
798302,2011,[1] Employed       1,1,0,40,29664,2338,1,0,11.5,10.5
798302,2012,[1] Employed       1,1,0,41,35935,2338,1,0,11.5,10.5
798802,2008,[1] Employed       1,1,0,34,27203,1559,1,0,18,14
798802,2009,[1] Employed       1,1,0,35,22629,2102,1,0,18,14
798802,2010,[1] Employed       1,1,0,36,20228,1429,1,0,18,14
798802,2011,[1] Employed       1,1,0,37,26228,1662,1,0,18,14
798802,2012,[1] Employed       1,1,0,38,38028,2078,1,0,18,14
799402,2008,[1] Employed       1,0,0,47,214,0,0,0,11.5,16
799402,2009,[1] Employed       1,0,0,48,214,0,0,0,11.5,16
799402,2010,[1] Employed       1,0,0,49,214,0,0,0,11.5,16
799402,2011,[1] Employed       1,0,0,50,40,0,0,0,11.5,16
799402,2012,[1] Employed       1,0,0,51,214,0,0,0,11.5,16
800002,2008,[1] Employed       1,1,0,41,28845,2494,1,0,11.5,10.5
800002,2009,[1] Employed       1,0,1,42,30045,2338,1,0,11.5,10.5
800002,2010,[1] Employed       1,0,1,43,28528,3118,1,0,11.5,10.5
800002,2011,[1] Employed       1,0,1,44,48120,3118,1,0,11.5,10.5
800002,2012,[1] Employed       1,0,1,45,37908,2598,1,0,11.5,10.5
802202,2008,[1] Employed       1,0,0,36,23061,2026,1,0,11,11
802202,2009,[1] Employed       1,1,0,37,55015,2234,1,0,11,11
802202,2010,[0] Not Employed   0,1,0,38,40800,1862,1,0,11,11
802202,2011,[1] Employed       1,1,0,39,59800,2182,1,0,11,11
802202,2012,[1] Employed       1,1,0,40,60761,2078,1,0,11,11
812002,2008,[1] Employed       1,0,1,40,47369,2182,1,0,9,11
812002,2009,[1] Employed       1,0,1,41,45769,1819,1,0,9,11
812002,2010,[1] Employed       1,0,1,42,35929,1974,1,0,9,11
812002,2011,[1] Employed       1,0,1,43,52269,2130,1,0,9,11
812002,2012,[1] Employed       1,0,1,44,57669,2130,1,0,9,11
814402,2008,[1] Employed       1,1,1,38,36540,1923,1,0,9,9
814402,2009,[1] Employed       1,1,1,39,41975,1923,1,0,9,9
814402,2010,[1] Employed       1,1,1,40,35054,1923,1,0,9,9
814402,2011,[1] Employed       1,0,1,41,35410,1923,1,0,9,9
814402,2012,[1] Employed       1,0,1,42,39060,2078,1,0,9,9
821002,2008,[1] Employed       1,0,0,40,28979,2026,1,0,10.5,10.5
821002,2009,[1] Employed       1,0,0,41,30500,2078,1,0,10.5,10.5
821002,2010,[1] Employed       1,0,0,42,32388,2026,1,0,10.5,10.5
821002,2011,[1] Employed       1,0,0,43,30500,2026,1,0,10.5,10.5
821002,2012,[1] Employed       1,0,0,44,31100,2078,1,0,10.5,10.5
821204,2008,[1] Employed       1,1,0,37,32735,2338,1,0,11.5,10
821204,2009,[1] Employed       1,0,1,38,58935,2182,1,0,11.5,10
821204,2010,[1] Employed       1,0,1,39,59000,2286,1,0,11.5,10
821204,2011,[1] Employed       1,0,1,40,67350,2390,1,0,11.5,10
821204,2012,[1] Employed       1,0,1,41,92120,2390,1,0,11.5,10
822302,2008,[1] Employed       1,0,1,41,49429,2467,1,0,10,10.5
822302,2009,[1] Employed       1,0,1,42,51237,2078,1,0,10,10.5
822302,2010,[1] Employed       1,0,1,43,42037,2234,1,0,10,10.5
822302,2011,[0] Not Employed   0,0,1,44,62125,2234,1,0,10,10.5
822302,2012,[0] Not Employed   0,0,1,45,60235,2182,1,0,10,10.5
822902,2008,[1] Employed       1,0,2,44,76897,2598,1,0,12,18
822902,2009,[1] Employed       1,0,2,45,77848,2598,1,0,12,18
822902,2010,[1] Employed       1,0,2,46,75773,3118,1,0,12,18
822902,2011,[1] Employed       1,0,2,47,78978,2598,1,0,12,18
822902,2012,[1] Employed       1,0,2,48,81411,2598,1,0,12,18
823002,2008,[1] Employed       1,0,2,40,41219,2598,1,0,11.5,11.5
823002,2009,[1] Employed       1,0,2,41,38519,2078,1,0,11.5,11.5
823002,2010,[1] Employed       1,0,2,42,51119,2130,1,0,11.5,11.5
823002,2011,[1] Employed       1,0,1,43,45519,2598,1,0,11.5,11.5
823002,2012,[1] Employed       1,0,0,44,45214,2078,1,0,11.5,11.5
823302,2008,[1] Employed       1,0,1,45,5327,1341,1,0,11.5,7
823302,2009,[1] Employed       1,0,0,46,6851,358,1,0,11.5,7
823302,2010,[1] Employed       1,0,0,47,12138,343,1,0,11.5,7
823302,2011,[1] Employed       1,0,0,48,18399,1039,1,0,11.5,7
823302,2012,[1] Employed       1,0,0,49,6450,277,1,0,11.5,7
823902,2008,[0] Not Employed   0,0,1,41,45087,2182,1,0,10,11
823902,2009,[0] Not Employed   0,0,1,42,57684,2234,1,0,10,11
823902,2010,[0] Not Employed   0,0,1,43,54703,2305,1,0,10,11
823902,2011,[1] Employed       1,0,1,44,42474,2234,1,0,10,11
823902,2012,[1] Employed       1,0,1,45,39279,2338,1,0,10,11
826202,2008,[1] Employed       1,1,1,43,38583,2234,1,0,11.5,10.5
826202,2009,[1] Employed       1,0,2,44,35021,2130,1,0,11.5,10.5
826202,2010,[1] Employed       1,0,1,45,38702,2130,1,0,11.5,10.5
826202,2011,[1] Employed       1,0,1,46,42183,2130,1,0,11.5,10.5
826202,2012,[1] Employed       1,0,1,47,43200,2130,1,0,11.5,10.5
827803,2008,[0] Not Employed   0,0,0,39,1200,0,0,0,9,10.5
827803,2009,[1] Employed       1,0,0,40,1305,0,0,0,9,10.5
827803,2010,[1] Employed       1,0,0,41,1262,0,0,0,9,10.5
827803,2011,[1] Employed       1,0,0,42,1420,0,0,0,9,10.5
827803,2012,[1] Employed       1,0,0,43,1480,0,0,0,9,10.5
829102,2008,[1] Employed       1,1,2,47,132200,2078,1,0,18,18
829102,2009,[1] Employed       1,1,2,48,89206,2598,1,0,18,18
829102,2010,[1] Employed       1,0,3,49,69700,2078,1,0,18,18
829102,2011,[1] Employed       1,0,3,50,134100,2078,1,0,18,18
829102,2012,[1] Employed       1,0,2,51,130350,2078,1,0,18,18
829604,2008,[1] Employed       1,0,1,41,91004,2390,1,0,12,18
829604,2009,[1] Employed       1,0,0,42,91790,2598,1,0,12,18
829604,2010,[1] Employed       1,0,0,43,123551,2858,1,0,12,18
829604,2011,[1] Employed       1,0,0,44,100054,2598,1,0,12,18
829604,2012,[1] Employed       1,0,0,45,84180,2598,1,0,12,18
831602,2008,[1] Employed       1,0,2,40,24720,2338,1,0,11.5,10.5
831602,2009,[1] Employed       1,0,2,41,24301,2775,1,0,11.5,10.5
831602,2010,[1] Employed       1,0,1,42,33853,2234,1,0,11.5,10.5
831602,2011,[1] Employed       1,0,1,43,29841,2672,1,0,11.5,10.5
831602,2012,[1] Employed       1,0,1,44,29281,2755,1,0,11.5,10.5
832202,2008,[1] Employed       1,0,0,50,60110,2338,1,0,10.5,13
832202,2009,[1] Employed       1,0,0,51,62236,1871,1,0,10.5,13
832202,2010,[1] Employed       1,0,0,52,59185,2428,1,0,10.5,13
832202,2011,[1] Employed       1,0,0,53,76904,2338,1,0,10.5,13
832202,2012,[1] Employed       1,0,0,54,72963,2494,1,0,10.5,13
832802,2008,[1] Employed       1,0,2,44,99796,2598,1,0,18,18
832802,2009,[1] Employed       1,0,2,45,103872,3118,1,0,18,18
832802,2010,[1] Employed       1,0,2,46,109496,2598,1,0,18,18
832802,2011,[0] Not Employed   0,0,2,47,178000,2286,1,0,18,18
832802,2012,[1] Employed       1,0,1,48,74100,2286,1,0,18,18
835302,2008,[1] Employed       1,0,1,44,60528,2598,1,0,11.5,10.5
835302,2009,[1] Employed       1,0,0,45,57993,2329,1,0,11.5,10.5
835302,2010,[1] Employed       1,0,0,46,43106,2858,1,0,11.5,10.5
835302,2011,[1] Employed       1,0,0,47,65800,2598,1,0,11.5,10.5
835302,2012,[1] Employed       1,0,0,48,68118,2598,1,0,11.5,10.5
836504,2008,[1] Employed       1,0,1,50,147476,3377,1,0,15,15
836504,2009,[1] Employed       1,0,1,51,112134,3118,1,0,15,15
836504,2010,[1] Employed       1,0,1,52,113234,3118,1,0,15,15
836504,2011,[1] Employed       1,0,1,53,105620,2598,1,0,15,15
836504,2012,[1] Employed       1,0,0,54,105310,2754,1,0,15,15
851402,2008,[1] Employed       1,0,2,40,27822,2078,1,0,11.5,11.5
851402,2009,[1] Employed       1,0,2,41,28972,2026,1,0,11.5,11.5
851402,2010,[1] Employed       1,0,1,42,28569,2026,1,0,11.5,11.5
851402,2011,[1] Employed       1,0,1,43,28738,1013,1,0,11.5,11.5
851402,2012,[1] Employed       1,0,1,44,28588,2026,1,0,11.5,11.5
851705,2008,[1] Employed       1,1,0,41,19200,2292,1,0,13,9
851705,2009,[1] Employed       1,1,0,42,37317,2494,1,0,13,9
851705,2010,[1] Employed       1,1,0,43,25704,2078,1,0,13,9
851705,2011,[1] Employed       1,0,1,44,27902,2910,1,0,13,9
851705,2012,[1] Employed       1,0,1,45,25740,2546,1,0,13,9
852702,2008,[0] Not Employed   0,0,1,41,40289,1974,1,0,10.5,13.5
852702,2009,[0] Not Employed   0,0,1,42,44539,1819,1,0,10.5,13.5
852702,2010,[0] Not Employed   0,0,1,43,42989,2325,1,0,10.5,13.5
852702,2011,[0] Not Employed   0,0,1,44,43050,1974,1,0,10.5,13.5
852702,2012,[0] Not Employed   0,0,1,45,44989,1819,1,0,10.5,13.5
853502,2008,[1] Employed       1,0,2,38,18372,2286,1,0,10,10.5
853502,2009,[1] Employed       1,0,2,39,16210,2338,1,0,10,10.5
853502,2010,[1] Employed       1,0,2,40,20800,2130,1,0,10,10.5
853502,2011,[1] Employed       1,0,2,41,19344,2286,1,0,10,10.5
853502,2012,[1] Employed       1,0,2,42,16306,3118,1,0,10,10.5
854606,2008,[1] Employed       1,0,0,42,39808,2026,1,0,9,10.5
854606,2009,[1] Employed       1,0,0,43,43160,2026,1,0,9,10.5
854606,2010,[1] Employed       1,0,0,44,43060,2130,1,0,9,10.5
854606,2011,[1] Employed       1,0,0,45,24446,2009,1,0,9,10.5
854606,2012,[1] Employed       1,0,0,46,43900,1974,1,0,9,10.5
855102,2008,[1] Employed       1,0,2,45,39900,2078,1,0,10.5,10.5
855102,2009,[1] Employed       1,0,2,46,42300,2182,1,0,10.5,10.5
855102,2010,[1] Employed       1,0,1,47,47168,2494,1,0,10.5,10.5
855102,2011,[1] Employed       1,0,1,48,43100,2494,1,0,10.5,10.5
855102,2012,[1] Employed       1,0,0,49,43116,2078,1,0,10.5,10.5
856002,2008,[0] Not Employed   0,0,2,42,101105,2338,1,0,12,18
856002,2009,[0] Not Employed   0,0,2,43,75734,2078,1,0,12,18
856002,2010,[0] Not Employed   0,0,1,44,88569,2078,1,0,12,18
856002,2011,[0] Not Employed   0,0,1,45,76319,2598,1,0,12,18
856002,2012,[0] Not Employed   0,0,1,46,64929,2598,1,0,12,18
856202,2008,[1] Employed       1,0,2,40,46373,2234,1,0,12,16
856202,2009,[1] Employed       1,0,2,41,45173,2338,1,0,12,16
856202,2010,[1] Employed       1,0,2,42,46368,2286,1,0,12,16
856202,2011,[1] Employed       1,0,1,43,49968,2494,1,0,12,16
856202,2012,[1] Employed       1,0,1,44,52068,2338,1,0,12,16
856902,2008,[1] Employed       1,1,0,45,39282,2130,1,0,10.5,10.5
856902,2009,[1] Employed       1,1,0,46,41462,2338,1,0,10.5,10.5
856902,2010,[1] Employed       1,0,1,47,29742,2130,1,0,10.5,10.5
856902,2011,[1] Employed       1,0,1,48,41940,2234,1,0,10.5,10.5
856902,2012,[1] Employed       1,0,1,49,42659,2234,1,0,10.5,10.5
857102,2008,[1] Employed       1,0,0,40,44553,2598,1,0,16,15
857102,2009,[1] Employed       1,0,0,41,57753,2598,1,0,16,15
857102,2010,[1] Employed       1,0,0,42,56553,2598,1,0,16,15
857102,2011,[1] Employed       1,0,0,43,84153,2598,1,0,16,15
857102,2012,[1] Employed       1,0,0,44,72153,2598,1,0,16,15
859202,2008,[1] Employed       1,0,1,46,56856,1974,1,0,18,18
859202,2009,[1] Employed       1,0,1,47,54301,2026,1,0,18,18
859202,2010,[1] Employed       1,0,1,48,60997,2026,1,0,18,18
859202,2011,[1] Employed       1,0,1,49,57963,1974,1,0,18,18
859202,2012,[1] Employed       1,0,1,50,54356,2026,1,0,18,18
859703,2008,[1] Employed       1,0,1,37,42326,2182,1,0,14.5,10
859703,2009,[0] Not Employed   0,0,1,38,46326,2182,1,0,14.5,10
859703,2010,[0] Not Employed   0,0,1,39,38564,2130,1,0,14.5,10
859703,2011,[0] Not Employed   0,0,0,40,45530,2182,1,0,14.5,10
859703,2012,[0] Not Employed   0,0,0,41,46326,2182,1,0,14.5,10
863202,2008,[1] Employed       1,0,2,41,52300,2026,1,0,11.5,10.5
863202,2009,[1] Employed       1,0,2,42,59050,2078,1,0,11.5,10.5
863202,2010,[1] Employed       1,0,1,43,58400,2026,1,0,11.5,10.5
863202,2011,[1] Employed       1,0,1,44,65905,2078,1,0,11.5,10.5
863202,2012,[1] Employed       1,0,1,45,64212,2078,1,0,11.5,10.5
873402,2008,[0] Not Employed   0,0,1,47,254496,2234,1,0,18,18
873402,2009,[0] Not Employed   0,0,1,48,83617,2234,1,0,18,18
873402,2010,[0] Not Employed   0,0,1,49,76988,2234,1,0,18,18
873402,2011,[0] Not Employed   0,0,1,50,82751,2286,1,0,18,18
873402,2012,[0] Not Employed   0,0,0,51,79151,2234,1,0,18,18
880702,2008,[1] Employed       1,0,2,40,70320,2182,1,0,13.5,14
880702,2009,[1] Employed       1,0,2,41,76180,2234,1,0,13.5,14
880702,2010,[1] Employed       1,0,2,42,83780,2130,1,0,13.5,14
880702,2011,[1] Employed       1,0,2,43,79652,2182,1,0,13.5,14
880702,2012,[1] Employed       1,0,2,44,79760,2130,1,0,13.5,14
881302,2008,[1] Employed       1,0,2,41,48000,3118,1,0,12,14
881302,2009,[1] Employed       1,0,2,42,57030,2598,1,0,12,14
881302,2010,[1] Employed       1,0,2,43,36636,2858,1,0,12,14
881302,2011,[1] Employed       1,0,2,44,48127,520,1,0,12,14
881302,2012,[1] Employed       1,0,2,45,55540,2598,1,0,12,14
884502,2008,[1] Employed       1,0,0,37,49493,2598,1,0,18,14.5
