data_id,treat,age,education,black,hispanic,married,nodegree,re75,re78,re74
CPS1,0,23,14,0,0,1,0,1679.323,8454.0742,4937.3521
CPS1,0,22,12,0,0,1,0,17833.4,19371.52,18129.1
CPS1,0,20,12,0,0,0,0,16975.84,17268.711,15548.74
CPS1,0,20,12,0,0,0,0,245.2742,10265.77,9476.9736
CPS1,0,27,12,1,0,1,0,19450.061,22253.08,21179.67
CPS1,0,27,15,0,0,1,0,5184.7739,15714.14,7364.8838
CPS1,0,55,8,0,0,0,1,4441.79,11314.95,8575.7109
CPS1,0,38,18,0,0,1,0,2866.3059,25142.039,25862.32
CPS1,0,34,16,1,0,1,0,25243.551,25564.67,25862.32
CPS1,0,28,18,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,33,16,0,0,1,0,22572.391,24683.939,24461.449
CPS1,0,35,17,0,0,1,0,18852.1,19173.5,20151.061
CPS1,0,28,18,0,0,0,0,18003.48,19362.65,5346.8389
CPS1,0,41,18,0,0,1,0,13590.34,18087.369,13877.49
CPS1,0,52,9,0,0,1,1,14483.71,17214.039,14960.96
CPS1,0,42,13,0,0,1,0,0,0,1626.191
CPS1,0,26,12,0,0,1,0,574.69348,638.37793,538.7984
CPS1,0,22,11,0,0,1,1,4626.1938,18616.4,13338.69
CPS1,0,19,12,0,0,0,0,8455.6943,2609.665,8450.3184
CPS1,0,25,16,0,0,1,0,22146.289,23931.779,17807.779
CPS1,0,35,16,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,34,18,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,33,12,0,0,1,0,22248.34,20535.971,23136.98
CPS1,0,43,16,1,0,1,0,16379.66,19285.811,11287.34
CPS1,0,40,9,1,0,1,1,7138.0161,10361.82,5054.9082
CPS1,0,35,12,0,0,0,0,15579.39,7316.2241,15505.64
CPS1,0,26,6,1,0,0,1,13117.69,16931.789,11865.32
CPS1,0,51,12,0,0,1,0,23499.77,25564.67,23089.961
CPS1,0,53,12,0,0,1,0,22876.74,24428.301,17304.24
CPS1,0,20,13,0,0,0,0,42.967739,3242.1321,101.8819
CPS1,0,24,12,0,0,1,0,18859.26,24174.131,15382.2
CPS1,0,33,9,0,0,1,1,19876.16,17030.801,20372.461
CPS1,0,22,13,0,0,1,0,14836.4,16243.17,13842.22
CPS1,0,47,9,0,0,1,1,0,4984.3721,0
CPS1,0,21,9,0,0,1,1,8441.3711,1213.214,11156.07
CPS1,0,35,16,0,0,1,0,0,0,0
CPS1,0,37,12,0,0,1,0,7401.1938,23470.73,17750.961
CPS1,0,41,14,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,16,10,0,0,0,1,0,3514.0339,0
CPS1,0,25,17,0,0,1,0,17833.4,20063.09,18812.881
CPS1,0,45,1,0,1,1,1,4296.7739,4433.1802,5094.0942
CPS1,0,28,16,0,0,1,0,21220.689,20274.41,19526.051
CPS1,0,44,12,0,0,1,0,21713.029,24530.26,25862.32
CPS1,0,18,11,0,0,0,1,2954.032,9198.8477,4012.5779
CPS1,0,23,12,0,0,1,0,11524.31,20008.42,11747.76
CPS1,0,26,16,0,0,1,0,13917.97,14356.11,13207.42
CPS1,0,42,12,0,0,1,0,11676.48,17714.99,18656.141
CPS1,0,37,7,0,0,1,1,10686.44,9497.3486,9804.1709
CPS1,0,39,8,0,0,1,1,0,0,11146.27
CPS1,0,42,12,0,0,1,0,25243.551,24834.67,21434.381
CPS1,0,18,12,0,0,0,0,1663.21,8421.5645,1155.967
CPS1,0,42,5,1,0,1,1,13842.77,13490.17,13691.36
CPS1,0,40,9,1,0,1,1,21798.971,19046.42,18044.85
CPS1,0,35,12,1,0,1,0,0,0,0
CPS1,0,46,12,0,0,1,0,15697.55,2419.0381,987.47052
CPS1,0,16,9,0,0,0,1,2843.032,2881.5669,0
CPS1,0,18,11,1,0,0,1,1623.823,20243.381,2068.9861
CPS1,0,27,14,0,0,1,0,0,0,6831.9629
CPS1,0,41,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,29,14,0,0,0,0,13785.48,13670.45,13252.48
CPS1,0,28,12,0,0,1,0,15978.63,17581.99,14692.54
CPS1,0,20,12,1,0,0,0,12739.94,16284.55,11665.47
CPS1,0,39,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,34,8,1,0,0,1,2903.9031,263.03531,9177.2061
CPS1,0,24,16,0,0,1,0,13228.69,17540.609,11191.33
CPS1,0,24,12,0,0,1,0,10437.58,0,11426.44
CPS1,0,29,12,0,0,1,0,11409.73,17348.51,13914.71
CPS1,0,50,11,0,0,1,1,0,0,0
CPS1,0,40,12,0,0,1,0,1009.742,888.11371,2353.0791
CPS1,0,27,12,0,0,1,0,20286.15,19058.24,25733.01
CPS1,0,45,10,1,0,1,1,12256.55,13586.22,11400.97
CPS1,0,21,15,1,0,0,0,2171.6609,13920.18,3608.969
CPS1,0,20,12,1,0,0,0,13780.11,15232.41,13899.04
CPS1,0,27,12,1,0,1,0,25243.551,25134.65,22596.221
CPS1,0,39,13,0,0,1,0,0,8711.1982,0
CPS1,0,43,11,0,0,1,1,9324,16046.63,6522.3989
CPS1,0,30,16,0,0,1,0,20875.16,21387.141,21951.631
CPS1,0,28,9,0,0,1,1,13042.5,0,14539.72
CPS1,0,48,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,33,7,1,0,1,1,18411.68,21818.631,19723.939
CPS1,0,33,12,0,1,1,0,20121.439,829.00458,20952.4
CPS1,0,30,15,0,0,1,0,20062.35,22681.631,22378.75
CPS1,0,42,15,0,1,1,0,21634.26,25564.67,25862.32
CPS1,0,26,7,0,0,1,1,5739.7739,3995.7729,237.0713
CPS1,0,34,12,0,0,1,0,19276.4,25564.67,25499.859
CPS1,0,20,9,0,0,1,1,0,6525.6411,1557.6169
CPS1,0,27,7,0,0,1,1,15405.73,6596.5708,14584.78
CPS1,0,46,12,0,0,1,0,21483.869,17732.721,9794.375
CPS1,0,30,12,0,0,1,0,12174.19,14620.63,13166.27
CPS1,0,50,10,0,0,1,1,21190.26,0,22933.221
CPS1,0,37,11,0,0,1,1,14093.42,3682.4951,18466.09
CPS1,0,29,7,0,0,1,1,3408.7739,6086.7559,9149.7764
CPS1,0,23,16,0,0,1,0,15600.87,0,2989.8411
CPS1,0,31,15,0,0,1,0,15937.45,16887.461,13612.99
CPS1,0,29,16,0,0,1,0,19698.92,18691.76,18726.67
CPS1,0,36,13,0,1,1,0,14474.76,16507.68,14373.18
CPS1,0,34,11,0,0,1,1,5444.3711,0,0
CPS1,0,20,14,0,0,0,0,6398.6128,25239.57,0
CPS1,0,35,12,0,0,1,0,22135.551,21957.539,21105.221
CPS1,0,34,12,0,1,1,0,21643.211,12096.67,17020.15
CPS1,0,54,0,0,1,1,1,0,9036.2979,0
CPS1,0,27,12,0,0,1,0,18488.66,25564.67,25862.32
CPS1,0,42,3,0,0,1,1,3222.5811,3493.3459,5452.6401
CPS1,0,18,7,0,0,0,1,2327.4189,2523.957,0
CPS1,0,16,8,0,0,0,1,0,0,0
CPS1,0,34,12,0,0,1,0,0,0,10417.42
CPS1,0,17,11,0,0,0,1,0,12665.59,478.0611
CPS1,0,20,12,0,0,1,0,0,2365.8401,6494.9692
CPS1,0,48,12,0,0,1,0,17480.711,18490.789,19861.09
CPS1,0,51,11,0,0,1,1,13964.52,13447.31,15282.28
CPS1,0,29,12,0,0,1,0,18316.789,7610.292,12735.23
CPS1,0,42,12,0,0,1,0,9241.6445,25113.961,18520.949
CPS1,0,37,12,1,0,0,0,1040.177,22878.16,4329.98
CPS1,0,24,13,0,0,1,0,15255.34,25564.67,12384.53
CPS1,0,46,5,0,0,1,1,17065.35,21217.199,17600.09
CPS1,0,16,10,0,0,0,1,0,5244.4521,0
CPS1,0,29,12,0,0,1,0,7343.9028,12612.4,4998.0898
CPS1,0,27,13,0,0,1,0,25243.551,0,25862.32
CPS1,0,26,14,0,0,1,0,25243.551,22823.49,25862.32
CPS1,0,42,12,0,1,1,0,0,0,0
CPS1,0,23,12,0,1,0,0,12949.4,0,12633.35
CPS1,0,23,15,0,0,0,0,8149.5479,22225.01,8975.4014
CPS1,0,26,16,1,0,1,0,12249.39,13286.24,5603.5029
CPS1,0,34,9,1,0,1,1,9091.2578,14964.94,18534.66
CPS1,0,32,17,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,26,13,0,0,1,0,14745.1,16207.71,13377.87
CPS1,0,48,8,0,0,1,1,8529.0967,6315.8032,7251.2461
CPS1,0,18,11,0,0,0,1,631.98389,3404.6819,1226.501
CPS1,0,16,5,1,0,0,1,3485.7581,3465.269,0
CPS1,0,26,12,0,0,1,0,17713.449,8758.4854,22298.42
CPS1,0,24,12,0,0,1,0,24244.551,25564.67,24794.52
CPS1,0,28,16,0,0,1,0,16614.189,0,22441.439
CPS1,0,51,7,0,0,1,1,10672.11,12916.81,9157.6133
CPS1,0,24,10,0,0,0,1,16202.42,13218.26,15284.24
CPS1,0,23,14,0,0,0,0,12485.71,18945.93,17076.971
CPS1,0,38,8,0,0,1,1,24958.891,25564.67,25560.59
CPS1,0,49,3,0,1,1,1,5365.5972,3750.47,5362.5132
CPS1,0,43,16,0,0,1,0,18574.6,25564.67,25274.539
CPS1,0,27,12,0,0,1,0,18148.5,18910.471,15578.13
CPS1,0,39,12,0,0,1,0,20588.711,25564.67,21734.15
CPS1,0,33,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,18,11,0,0,0,1,5070.1938,16291.94,2002.371
CPS1,0,31,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,23,12,1,0,1,0,6591.9678,6923.1489,13240.73
CPS1,0,26,6,0,0,1,1,14931.29,10215.52,11585.14
CPS1,0,22,12,0,0,1,0,9766.21,10658.84,10147.04
CPS1,0,48,8,0,0,1,1,8387.6611,20558.131,15766.22
CPS1,0,16,10,0,0,0,1,1613.0811,3845.0449,924.77393
CPS1,0,54,12,0,0,1,0,17643.631,18474.539,17921.41
CPS1,0,44,14,0,0,1,0,25243.551,25564.67,24392.869
CPS1,0,50,12,0,0,1,0,16741.311,21594.02,19555.439
CPS1,0,28,13,0,0,1,0,20193.051,25564.67,18554.26
CPS1,0,17,11,0,0,0,1,1484.177,9278.6445,0
CPS1,0,51,13,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,28,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,34,11,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,28,16,0,0,1,0,25243.551,1921.045,21242.369
CPS1,0,27,14,0,0,1,0,20262.869,15923.98,19702.391
CPS1,0,39,7,0,1,1,1,5746.9351,7645.7568,603.45422
CPS1,0,27,12,0,1,1,0,23689.551,25564.67,25096.25
CPS1,0,27,12,0,1,1,0,13373.71,15421.55,12437.43
CPS1,0,29,17,0,0,1,0,20678.23,13367.51,19522.131
CPS1,0,52,10,0,0,1,1,5097.0479,0,6299.043
CPS1,0,34,12,0,0,0,0,7220.3711,9241.7021,11448
CPS1,0,45,14,0,0,0,0,6980.4678,7004.4238,7923.2749
CPS1,0,29,12,0,0,1,0,11146.55,6420.7222,14768.95
CPS1,0,26,12,0,0,1,0,18904.02,24310.08,15201.95
CPS1,0,32,16,0,0,1,0,7032.3872,4238.1201,4282.957
CPS1,0,28,11,0,0,1,1,24855.051,24799.211,25862.32
CPS1,0,43,12,0,0,1,0,23243.76,25564.67,25862.32
CPS1,0,23,12,0,1,0,0,644.51611,25564.67,19371.27
CPS1,0,30,3,0,1,1,1,13361.18,25564.67,13240.73
CPS1,0,43,6,0,1,1,1,24667.061,25564.67,21743.939
CPS1,0,23,12,0,0,0,0,7240.0649,18041.561,5540.8071
CPS1,0,25,3,0,1,0,1,10102.79,18733.141,10695.64
CPS1,0,31,16,0,0,1,0,14104.16,6267.0381,23125.23
CPS1,0,39,10,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,18,12,0,0,0,0,7585.5972,12946.36,5456.5581
CPS1,0,46,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,44,18,0,0,1,0,15996.53,0,25862.32
CPS1,0,26,16,0,0,1,0,0,0,11833.97
CPS1,0,22,15,0,0,0,0,4583.2261,20679.311,2886
CPS1,0,34,13,0,0,0,0,19176.15,22904.76,10417.42
CPS1,0,51,17,0,0,0,0,0,10391.37,1087.3929
CPS1,0,16,10,0,0,0,1,4769.4189,13136.99,0
CPS1,0,54,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,26,18,0,1,1,0,18753.631,25564.67,19008.811
CPS1,0,25,18,0,0,1,0,0,20689.65,0
CPS1,0,29,12,1,0,1,0,16146.92,25564.67,23914.811
CPS1,0,23,14,1,0,0,0,55.5,0,0
CPS1,0,34,12,1,0,1,0,0,0,0
CPS1,0,38,14,1,0,0,0,22042.449,25564.67,22410.09
CPS1,0,28,18,0,0,0,0,0,0,276.25659
CPS1,0,37,16,0,0,1,0,13857.1,17703.16,13350.44
CPS1,0,25,12,0,0,0,0,10305.1,10542.1,7263.002
CPS1,0,53,16,0,0,1,0,9345.4844,15294.47,3869.552
CPS1,0,26,16,0,0,0,0,1901.323,25309.02,0
CPS1,0,40,5,0,1,1,1,0,8084.6421,0
CPS1,0,55,12,1,0,0,0,10661.37,8050.6538,12842.99
CPS1,0,53,13,1,0,0,0,8600.71,8662.4326,9194.8389
CPS1,0,23,13,0,1,1,0,12664.74,4171.6221,4888.3711
CPS1,0,21,11,0,0,0,1,10732.98,3437.1919,9706.208
CPS1,0,26,16,0,0,0,0,14913.39,5211.9419,10540.86
CPS1,0,26,16,0,0,0,0,0,0,135.18941
CPS1,0,25,15,0,0,0,0,14582.18,15060.99,7807.6782
CPS1,0,52,16,0,0,0,0,25243.551,24358.84,25862.32
CPS1,0,30,12,1,0,0,0,0,1898.879,0
CPS1,0,25,16,0,0,0,0,4789.1128,1251.634,25650.721
CPS1,0,48,13,1,0,1,0,5748.7261,6005.481,5977.7231
CPS1,0,34,18,0,0,0,0,25243.551,25564.67,22359.15
CPS1,0,32,12,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,16,9,1,0,0,1,0,2158.959,0
CPS1,0,32,12,0,0,1,0,0,0,2815.4661
CPS1,0,33,17,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,41,7,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,26,12,1,0,1,0,18547.74,18464.189,18728.631
CPS1,0,38,18,0,1,1,0,0,0,0
CPS1,0,40,12,0,0,1,0,23925.869,23717.51,22329.76
CPS1,0,19,12,0,0,0,0,7245.4351,3785.9351,4627.7881
CPS1,0,16,10,0,0,0,1,0,23209.17,0
CPS1,0,28,14,0,0,0,0,6821.1289,25564.67,1920.0811
CPS1,0,26,14,0,0,0,0,25243.551,25564.67,22131.881
CPS1,0,21,16,0,0,0,0,5861.5161,8161.4839,164.5784
CPS1,0,36,17,0,0,1,0,0,0,0
CPS1,0,28,14,0,0,1,0,20628.1,22928.41,17766.631
CPS1,0,39,10,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,31,15,0,0,1,0,25243.551,22117.131,25862.32
CPS1,0,21,13,0,0,0,0,10630.94,12803.02,11645.88
CPS1,0,23,12,0,0,1,0,9873.6289,18476.02,11062.02
CPS1,0,52,12,0,0,1,0,19405.311,25564.67,22574.67
CPS1,0,53,16,0,0,0,0,0,0,0
CPS1,0,49,12,0,0,1,0,0,0,0
CPS1,0,29,6,0,1,1,1,6701.1768,7196.5278,8542.4033
CPS1,0,47,5,0,1,1,1,25243.551,17732.721,22874.439
CPS1,0,51,2,0,1,1,1,25243.551,14777.27,23266.289
CPS1,0,37,3,0,1,1,1,9044.71,14664.96,9326.1104
CPS1,0,39,15,0,0,1,0,0,0,0
CPS1,0,31,10,0,0,1,1,25243.551,25564.67,21526.461
CPS1,0,46,12,0,0,1,0,24437.9,25564.67,22923.42
CPS1,0,28,14,0,0,1,0,8591.7578,25564.67,21142.449
CPS1,0,26,13,0,0,1,0,15391.4,18178.99,15198.03
CPS1,0,26,12,0,0,1,0,17403.73,17620.41,17480.58
CPS1,0,52,8,0,0,0,1,16564.061,12006.53,18946.109
CPS1,0,40,15,0,0,0,0,0,0,0
CPS1,0,28,14,0,0,0,0,13441.74,21503.881,13326.93
CPS1,0,34,13,0,0,0,0,0,0,0
CPS1,0,19,13,0,0,0,0,3290.613,7843.7729,509.40939
CPS1,0,23,15,0,0,1,0,2968.355,12832.58,11.7556
CPS1,0,22,13,0,0,1,0,17600.66,10044.11,17259.18
CPS1,0,29,13,0,0,1,0,22806.92,24527.311,25862.32
CPS1,0,33,14,0,0,1,0,23687.76,25564.67,19428.09
CPS1,0,51,12,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,18,12,0,0,0,0,1887,5407.002,3632.481
CPS1,0,51,16,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,20,14,0,0,0,0,0,2962.842,0
CPS1,0,39,12,0,0,1,0,13848.15,18778.949,13597.31
CPS1,0,28,17,0,0,0,0,11995.16,7013.29,13732.5
CPS1,0,51,12,0,0,1,0,4434.6289,0,10648.62
CPS1,0,29,8,0,1,1,1,20101.74,25564.67,24142.09
CPS1,0,33,6,0,1,1,1,15359.18,8876.7041,23215.35
CPS1,0,52,9,0,0,1,1,8734.9844,6491.6528,8324.9248
CPS1,0,49,14,0,0,0,0,19267.449,20890.619,23707.131
CPS1,0,45,12,0,0,1,0,25243.551,24386.92,25862.32
CPS1,0,34,16,0,0,1,0,15826.45,25564.67,16869.289
CPS1,0,42,12,0,0,1,0,25243.551,0,25862.32
CPS1,0,31,12,1,0,0,0,0,24360.32,3873.47
CPS1,0,52,18,0,0,0,0,0,0,6269.6538
CPS1,0,50,17,0,0,0,0,15172.98,15386.09,11109.04
CPS1,0,45,11,0,0,1,1,22642.211,17338.17,21455.93
CPS1,0,33,13,0,0,1,0,2361.4351,0,7394.2729
CPS1,0,51,18,0,0,1,0,25243.551,23028.891,22666.76
CPS1,0,17,11,0,0,0,1,0,0,0
CPS1,0,26,14,0,0,0,0,0,6717.7451,0
CPS1,0,48,4,0,1,1,1,18399.15,25564.67,18791.33
CPS1,0,25,12,0,1,1,0,18334.689,25564.67,17678.461
CPS1,0,20,12,0,0,0,0,1036.597,2382.095,1126.578
CPS1,0,31,12,0,0,1,0,25243.551,25564.67,25789.83
CPS1,0,22,15,0,0,0,0,0,0,1359.731
CPS1,0,16,10,0,1,0,1,712.5484,6233.0508,0
CPS1,0,47,16,0,0,1,0,1588.016,9764.8174,19906.15
CPS1,0,19,13,0,0,0,0,2544.0481,6170.9858,0
CPS1,0,31,17,0,0,1,0,1618.452,0,0
CPS1,0,48,12,0,0,1,0,23120.23,25564.67,24008.859
CPS1,0,35,12,0,0,1,0,22951.939,25509.99,21785.09
CPS1,0,38,14,0,0,0,0,0,5990.7041,8440.5215
CPS1,0,26,12,0,1,1,0,21165.189,24095.811,18450.42
CPS1,0,52,12,0,0,1,0,21931.449,1938.777,19306.619
CPS1,0,38,14,0,0,1,0,18476.131,17237.68,18681.609
CPS1,0,23,14,0,0,1,0,23256.289,25564.67,16843.82
CPS1,0,40,8,0,0,1,1,12535.84,7073.877,13117.29
CPS1,0,51,9,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,39,10,0,0,1,1,19906.6,25564.67,22067.221
CPS1,0,49,5,0,1,1,1,5225.9521,14771.35,9208.5537
CPS1,0,18,11,0,1,0,1,1324.839,14264.49,3503.1689
CPS1,0,38,16,0,0,1,0,19351.6,19019.82,16116.93
CPS1,0,37,16,0,0,1,0,25243.551,25564.67,25556.68
CPS1,0,30,18,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,18,11,0,0,0,1,5356.645,0,1402.835
CPS1,0,37,8,0,0,0,1,25243.551,25564.67,25862.32
CPS1,0,36,18,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,23,9,0,1,1,1,8733.1943,18963.67,8430.7246
CPS1,0,23,13,0,0,1,0,14394.19,280.76801,13236.81
CPS1,0,27,12,0,1,1,0,24790.6,25564.67,24563.33
CPS1,0,24,12,0,0,0,0,6126.4839,25564.67,0
CPS1,0,44,14,0,0,1,0,19530.631,23747.07,18758.02
CPS1,0,16,10,0,0,0,1,0,11139.1,0
CPS1,0,33,12,0,0,1,0,0,0,0
CPS1,0,52,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,17,10,0,0,0,1,3102.6289,7041.3672,0
CPS1,0,36,14,0,0,1,0,20354.18,25564.67,9602.3672
CPS1,0,20,13,1,0,0,0,4388.0811,25564.67,5094.0942
CPS1,0,32,9,0,0,1,1,22876.74,25564.67,20348.949
CPS1,0,21,12,0,1,1,0,11826.87,14922.08,13125.13
CPS1,0,50,8,0,1,0,1,23981.369,23241.68,22833.301
CPS1,0,20,12,0,1,0,0,4346.9028,0,3317.0391
CPS1,0,27,12,0,1,1,0,4388.0811,7596.9922,12899.81
CPS1,0,36,12,0,0,1,0,2637.145,0,12255.21
CPS1,0,50,14,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,41,15,0,0,1,0,0,0,0
CPS1,0,23,12,0,0,1,0,6966.145,25564.67,12292.44
CPS1,0,21,9,0,0,1,1,14609.03,9045.1641,17500.17
CPS1,0,29,12,0,0,0,0,0,0,0
CPS1,0,46,8,0,1,1,1,21399.73,19275.471,23985.34
CPS1,0,18,11,0,1,0,1,5958.1938,1622.5439,3912.656
CPS1,0,27,16,0,0,0,0,15951.77,16526.891,12711.72
CPS1,0,37,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,35,16,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,29,17,0,0,1,0,23331.48,25564.67,0
CPS1,0,36,13,0,0,1,0,22939.4,24645.52,22171.061
CPS1,0,21,12,0,0,0,0,4629.7739,12962.62,7313.9429
CPS1,0,29,9,0,1,1,1,23027.131,25564.67,20638.92
CPS1,0,55,11,0,0,1,1,13099.79,17521.4,12190.56
CPS1,0,19,12,0,0,0,0,2377.5481,21236.41,452.59061
CPS1,0,17,11,0,0,0,1,0,8458.5068,0
CPS1,0,52,12,0,0,1,0,0,0,0
CPS1,0,49,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,26,16,0,0,1,0,17142.34,25564.67,14874.75
CPS1,0,20,12,0,0,1,0,11490.29,9900.7676,3215.157
CPS1,0,26,16,0,0,1,0,0,0,4233.9761
CPS1,0,20,14,0,0,0,0,2866.3059,5792.688,146.94501
CPS1,0,34,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,29,17,0,0,1,0,22593.869,25564.67,24686.76
CPS1,0,33,14,0,0,1,0,0,0,0
CPS1,0,26,12,0,0,0,0,3886.79,0,11751.68
CPS1,0,23,12,1,0,0,0,0,0,0
CPS1,0,55,11,0,0,0,1,0,0,0
CPS1,0,41,8,0,0,1,1,16931.08,18412.471,16224.69
CPS1,0,33,13,0,0,1,0,22278.77,24342.59,20299.961
CPS1,0,33,14,0,0,1,0,25243.551,0,25862.32
CPS1,0,27,16,0,0,1,0,22137.34,0,21885.01
CPS1,0,28,12,1,0,0,0,4253.8062,7314.7471,16722.34
CPS1,0,42,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,17,11,0,0,0,1,0,12395.17,223.3564
CPS1,0,52,13,0,0,1,0,6031.5972,3104.7041,5877.7998
CPS1,0,25,14,0,0,0,0,9939.8711,5902.04,2210.053
CPS1,0,36,12,0,1,1,0,14306.47,12674.46,13127.09
CPS1,0,24,14,1,0,0,0,4398.8232,852.64819,7029.8491
CPS1,0,21,12,1,0,1,0,15199.84,3620.4299,14584.78
CPS1,0,34,18,0,0,1,0,18993.529,1232.424,7911.519
CPS1,0,45,12,0,0,1,0,17965.891,25564.67,9490.6885
CPS1,0,28,7,0,1,1,1,19353.391,14557.08,18140.85
CPS1,0,43,16,0,1,1,0,463.69351,542.32568,0
CPS1,0,31,18,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,19,10,0,0,0,1,3645.0969,14508.32,905.18127
CPS1,0,51,8,0,0,1,1,25243.551,25564.67,25862.32
CPS1,0,54,12,0,0,1,0,19960.311,17206.65,19982.561
CPS1,0,52,12,0,0,0,0,11905.65,11836.59,12323.79
CPS1,0,45,10,0,0,1,1,9375.9189,10042.63,13867.69
CPS1,0,49,11,0,1,1,1,18563.85,17548,17964.52
CPS1,0,21,12,0,0,0,0,5474.8062,1579.6899,3616.8069
CPS1,0,44,11,0,1,1,1,14229.48,25564.67,22067.221
CPS1,0,36,13,0,1,1,0,25243.551,19250.34,25862.32
CPS1,0,36,14,0,1,1,0,12360.39,25564.67,24175.391
CPS1,0,30,12,0,0,1,0,25243.551,25564.67,12547.14
CPS1,0,42,12,0,0,0,0,16547.949,25019.391,14937.45
CPS1,0,48,16,0,0,1,0,16587.34,19204.529,18005.66
CPS1,0,20,12,0,0,0,0,6049.5,22652.07,9902.1338
CPS1,0,41,10,0,0,1,1,14915.18,19433.58,17527.6
CPS1,0,19,12,0,0,0,0,11409.73,3856.866,7889.9668
CPS1,0,42,1,0,1,1,1,23947.35,25564.67,25862.32
CPS1,0,26,14,0,1,1,0,15312.63,17917.43,15715.28
CPS1,0,21,14,0,1,1,0,5143.5972,0,826.81061
CPS1,0,45,16,0,0,0,0,17792.23,24416.48,25862.32
CPS1,0,27,15,0,0,0,0,18028.551,23572.689,3307.2419
CPS1,0,28,16,0,0,0,0,24740.471,21740.311,16628.301
CPS1,0,38,12,0,0,1,0,20857.26,21642.779,19739.609
CPS1,0,29,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,32,14,0,0,0,0,24090.58,20540.4,24816.07
CPS1,0,55,3,0,0,0,1,15939.24,11439.08,16967.25
CPS1,0,25,12,0,0,1,0,15133.6,25077.02,14884.55
CPS1,0,52,8,0,0,0,1,12306.68,13609.86,12133.74
CPS1,0,34,14,0,0,0,0,25243.551,25564.67,25862.32
CPS1,0,30,16,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,20,13,0,0,0,0,5179.4028,9272.7344,3424.7981
CPS1,0,42,7,0,0,1,1,22611.77,13767.98,21357.971
CPS1,0,27,12,0,0,1,0,3231.532,7240.8599,4043.927
CPS1,0,37,12,0,1,1,0,9868.2578,14766.92,0
CPS1,0,21,12,0,1,1,0,10151.13,19200.1,10654.49
CPS1,0,26,11,0,0,1,1,15316.21,13277.37,10795.56
CPS1,0,20,11,0,0,1,1,2719.5,5284.3501,90.126266
CPS1,0,36,12,0,1,1,0,1215.629,22957.961,18336.779
CPS1,0,32,13,0,0,1,0,25243.551,0,25862.32
CPS1,0,18,12,0,0,0,0,6155.1289,1124.55,7121.9351
CPS1,0,29,18,0,0,0,0,5646.6768,17233.25,3659.9099
CPS1,0,34,17,0,0,1,0,20801.76,5172.043,20601.689
CPS1,0,22,12,0,0,1,0,0,3342.6179,9022.4238
CPS1,0,28,12,0,1,1,0,0,0,0
CPS1,0,26,13,0,0,1,0,25243.551,25564.67,25693.82
CPS1,0,22,12,0,0,1,0,10256.76,5015.4038,10162.72
CPS1,0,25,11,0,1,0,1,7553.3711,9838.7041,15070.68
CPS1,0,35,12,0,0,1,0,16037.71,15199.9,19710.221
CPS1,0,52,6,0,1,1,1,7299.145,6818.23,9641.5518
CPS1,0,46,12,0,0,1,0,25243.551,25564.67,25862.32
CPS1,0,27,13,0,0,0,0,3426.677,5344.937,16406.9
CPS1,0,33,18,0,0,1,0,18572.811,20261.109,15672.18
CPS1,0,33,12,0,1,1,0,25243.551,25564.67,21644.02
CPS1,0,25,13,0,0,1,0,12310.26,13846.3,13779.52
CPS1,0,31,16,0,0,1,0,25243.551,25564.67,25470.471
CPS1,0,34,16,0,0,1,0,25243.551,24460.811,25862.32
